Date,Close,High,Low,Open,Volume,Log_Return,Volatility_20d,Volatility_60d
2010-02-25,8321.1572265625,8424.525390625,8217.7880859375,8321.1572265625,2598551,0.0,0.41336412853620247,
2010-02-26,8062.73583984375,8269.47265625,8062.73583984375,8269.47265625,6629277,-0.03154840174454327,0.4298031966852685,
2010-03-01,8269.47265625,8321.1572265625,8269.47265625,8321.1572265625,670879,0.025317807984289786,0.4386949310880153,
2010-03-02,8269.47265625,8269.47265625,8217.7880859375,8269.47265625,1879183,0.0,0.4237366350978849,
2010-03-03,8372.8408203125,8372.8408203125,8321.1572265625,8372.8408203125,2017713,0.012422490839920794,0.40232592443583665,
2010-03-04,8527.8935546875,8527.8935546875,8372.8408203125,8476.208984375,2990548,0.018349153512593416,0.40643570770879384,
2010-03-05,8476.208984375,8579.578125,8476.208984375,8527.8935546875,2676911,-0.006079089368229979,0.4036499320114238,
2010-03-08,8527.8935546875,8579.578125,8476.208984375,8476.208984375,2817959,0.006079089368229961,0.4021861229275922,
2010-03-09,8682.9462890625,8682.9462890625,8579.578125,8579.578125,4297034,0.018018519816917922,0.38519850320121296,
2010-03-10,9096.419921875,9096.419921875,8734.630859375,8837.9990234375,11541908,0.04652001563489291,0.3913198536064827,
2010-03-11,9199.7880859375,9303.1572265625,9096.419921875,9251.47265625,2335414,0.011299528716298062,0.39259616284181326,
2010-03-12,9199.7880859375,9251.47265625,9096.419921875,9251.47265625,3262096,0.0,0.3553865136335924,
2010-03-15,9096.419921875,9199.7880859375,8993.0517578125,9199.7880859375,2306290,-0.011299528716298014,0.35173282096322167,
2010-03-16,8682.9462890625,8941.3671875,8682.9462890625,8889.6826171875,6213675,-0.04652001563489282,0.3578527843484126,
2010-03-17,8734.630859375,8889.6826171875,8682.9462890625,8837.9990234375,3313367,0.005934777446136542,0.34237875462032313,
2010-03-18,8941.3671875,8941.3671875,8734.630859375,8734.630859375,924827,0.02339282399607404,0.3462581462252433,
2010-03-19,8889.6826171875,8993.0517578125,8837.9990234375,8993.0517578125,1877636,-0.005797158958750908,0.346881491205422,
2010-03-22,8682.9462890625,8837.9990234375,8682.9462890625,8837.9990234375,1383476,-0.023530442483459656,0.3571290162086699,
2010-03-23,8579.578125,8786.314453125,8527.8935546875,8682.9462890625,1241462,-0.011976162590697854,0.33330216964081005,
2010-03-24,8786.314453125,8837.9990234375,8682.9462890625,8734.630859375,2343830,0.023810592451235398,0.3424441552371857,
2010-03-25,8631.26171875,8786.314453125,8579.578125,8786.314453125,2379813,-0.017804639275476732,0.3500667877362031,
2010-03-26,8579.578125,8631.26171875,8476.208984375,8631.26171875,1475965,-0.006005953175758668,0.3288649093313691,
2010-03-29,8734.630859375,8786.314453125,8631.26171875,8682.9462890625,866978,0.017910940036834175,0.32323272475718,
2010-03-30,8631.26171875,8734.630859375,8527.8935546875,8734.630859375,2077502,-0.011904986861075594,0.3273060807266032,
2010-03-31,8631.26171875,8682.9462890625,8631.26171875,8682.9462890625,1740261,0.0,0.32509336076755924,
2010-04-01,8786.314453125,8786.314453125,8682.9462890625,8682.9462890625,2774238,0.017804639275476635,0.32472503393956476,
2010-04-02,8889.6826171875,8941.3671875,8786.314453125,8889.6826171875,2965772,0.011696012622922193,0.3253570914627719,
2010-04-05,8889.6826171875,8941.3671875,8889.6826171875,8941.3671875,1614013,0.0,0.3251562708726188,0.34400070855147674
2010-04-06,8889.6826171875,8993.0517578125,8889.6826171875,8889.6826171875,2752465,0.0,0.31968442550684006,0.34400070855147674
2010-04-07,8941.3671875,8941.3671875,8889.6826171875,8889.6826171875,1461647,0.0057971589587509495,0.27223532670615314,0.34184443322575386
2010-04-08,8889.6826171875,8993.0517578125,8889.6826171875,8889.6826171875,1318756,-0.005797158958750908,0.26885068359068315,0.3418094495633743
2010-04-09,8889.6826171875,8941.3671875,8889.6826171875,8889.6826171875,1046436,0.0,0.26885068359068315,0.334984890058873
2010-04-12,8993.0517578125,8993.0517578125,8941.3671875,8993.0517578125,1828780,0.011560904475505722,0.2702832301656407,0.33516555889048855
2010-04-13,8993.0517578125,9044.7353515625,8941.3671875,8993.0517578125,2561402,0.0,0.20885418577854664,0.3321979014119469
2010-04-14,9044.7353515625,9044.7353515625,8941.3671875,8993.0517578125,1305023,0.005730607072440013,0.20880123708000112,0.32631838375420935
2010-04-15,9044.7353515625,9096.419921875,8993.0517578125,9096.419921875,1980758,0.0,0.19250859308404134,0.3262004732745705
2010-04-16,8993.0517578125,9096.419921875,8993.0517578125,9096.419921875,970198,-0.005730607072440078,0.1924795195813858,0.3236804330739638
2010-04-19,8889.6826171875,8993.0517578125,8889.6826171875,8993.0517578125,2457696,-0.011560904475505656,0.17663219942942798,0.3218265958065516
2010-04-20,8889.6826171875,8889.6826171875,8734.630859375,8734.630859375,1193187,0.0,0.1697873436725776,0.3197773876268256
2010-04-21,8889.6826171875,8941.3671875,8837.9990234375,8889.6826171875,1492701,0.0,0.1485045725678992,0.31771976548869146
2010-04-22,9096.419921875,9096.419921875,8889.6826171875,8889.6826171875,2581230,0.02298957315143314,0.1520609689170511,0.31935462828381456
2010-04-26,9148.1044921875,9199.7880859375,9096.419921875,9096.419921875,2589944,0.005665777567024397,0.14888574970454493,0.3194133654335307
2010-04-27,9148.1044921875,9251.47265625,9148.1044921875,9148.1044921875,3253673,0.0,0.1386491363990318,0.31931566718645
2010-04-28,9148.1044921875,9148.1044921875,9044.7353515625,9096.419921875,1517176,0.0,0.12852832849783632,0.31341627292081264
2010-04-29,9096.419921875,9199.7880859375,9096.419921875,9199.7880859375,4464979,-0.005665777567024281,0.131761238481414,0.3029945082719354
2010-05-04,9148.1044921875,9354.8408203125,9148.1044921875,9354.8408203125,986158,0.005665777567024397,0.11970659308763486,0.3030564162894968
2010-05-05,9199.7880859375,9199.7880859375,9096.419921875,9148.1044921875,2986960,0.005633751149273633,0.11504931881113305,0.3015125757545957
2010-05-06,9044.7353515625,9199.7880859375,9044.7353515625,9096.419921875,2898254,-0.016997590319785438,0.1328522974955246,0.3032913169487298
2010-05-07,8941.3671875,8993.0517578125,8837.9990234375,8941.3671875,2039677,-0.011494352589194845,0.13992161473260822,0.2951261008489185
2010-05-10,8837.9990234375,8941.3671875,8682.9462890625,8941.3671875,3249034,-0.011628010530824245,0.14442390154843074,0.283427286641155
2010-05-11,8820.7490234375,9234.2216796875,8820.7490234375,9165.3095703125,1131718,-0.001953706507517157,0.1432223160959522,0.2834613386737056
2010-05-12,8614.0126953125,8889.6611328125,8614.0126953125,8820.7490234375,679182,-0.02371652927440334,0.16539326834159407,0.273968852558872
2010-05-13,8751.8369140625,8820.7490234375,8545.1005859375,8820.7490234375,665540,0.015873350941629536,0.17056354758546757,0.27133607072164384
2010-05-14,8751.8369140625,8889.6611328125,8751.8369140625,8751.8369140625,316180,0.0,0.17056354758546757,0.25581440055069626
2010-05-17,8407.2763671875,8751.8369140625,8407.2763671875,8751.8369140625,987109,-0.04016604629843789,0.21679934325474376,0.2617529511862954
2010-05-18,8407.2763671875,8476.1884765625,8269.4521484375,8338.3642578125,2044546,0.0,0.21679934325474376,0.25897223366662314
2010-05-19,8200.5400390625,8269.4521484375,8131.6279296875,8131.6279296875,2045566,-0.02489755455005045,0.22953542755495082,0.26339828646635394
2010-05-20,8476.1884765625,8476.1884765625,7993.8037109375,7993.8037109375,646097,0.03306086613357565,0.26372343169483947,0.27222069652527286
2010-05-21,8131.6279296875,8407.2763671875,8131.6279296875,8200.5400390625,1978446,-0.0414997357886365,0.2977053197358984,0.27518628061148387
2010-05-24,8476.1884765625,8476.1884765625,8269.4521484375,8338.3642578125,1099359,0.041499735788636555,0.3394619479193335,0.28826546526929114
2010-05-25,8889.6611328125,8889.6611328125,8614.0126953125,8682.9248046875,1794444,0.04762805434797343,0.3734501898632133,0.3041368407746493
2010-05-26,8889.6611328125,9096.3974609375,8820.7490234375,9096.3974609375,1820487,0.0,0.3726194027544056,0.2964462945098449
2010-05-27,9027.4853515625,9027.4853515625,8820.7490234375,8889.6611328125,5446704,0.015384920516635757,0.3773756158141168,0.29374246272368926
2010-05-28,9096.3974609375,9234.2216796875,9027.4853515625,9234.2216796875,3447056,0.007604600204738785,0.3785166891808698,0.2939941580947453
2010-05-31,8958.5732421875,9096.3974609375,8958.5732421875,9096.3974609375,1427599,-0.015267473782435549,0.3818473333920435,0.2951104688132474
2010-06-01,9096.3974609375,9096.3974609375,8889.6611328125,8958.5732421875,1513434,0.015267473782435582,0.38549517949001305,0.29440907497812213
2010-06-02,9096.3974609375,9165.3095703125,9027.4853515625,9027.4853515625,2121235,0.0,0.38486643145623095,0.2940414491450072
2010-06-03,9165.3095703125,9234.2216796875,9096.3974609375,9096.3974609375,2449338,0.007547206442578758,0.38080715226231754,0.29416135958458567
2010-06-04,9234.2216796875,9303.1337890625,9234.2216796875,9234.2216796875,1461707,0.007490672524305821,0.37872612364937047,0.2923764750189519
2010-06-07,8889.6611328125,9096.3974609375,8889.6611328125,9096.3974609375,1756062,-0.03802739968825935,0.40185325080652307,0.28748785645987196
2010-06-08,8958.5732421875,8958.5732421875,8889.6611328125,8889.6611328125,1464384,0.00772204693893896,0.4026032916560401,0.28695991787083003
2010-06-09,9096.3974609375,9165.3095703125,9027.4853515625,9096.3974609375,1024979,0.015267473782435582,0.39485609595646926,0.2887607141118927
2010-06-10,9165.3095703125,9234.2216796875,9096.3974609375,9096.3974609375,1211602,0.007547206442578758,0.392276339881708,0.2882459656935928
2010-06-11,9234.2216796875,9303.1337890625,9165.3095703125,9303.1337890625,994513,0.007490672524305821,0.3925927855000104,0.2716917191635366
2010-06-14,9440.9580078125,9440.9580078125,9372.0458984375,9372.0458984375,1617481,0.022141128193010274,0.36362780093724106,0.27495288276082924
2010-06-15,9165.3095703125,9303.1337890625,9165.3095703125,9234.2216796875,971803,-0.02963180071731612,0.38450732300986273,0.2782067127851213
2010-06-16,9303.1337890625,9303.1337890625,9165.3095703125,9303.1337890625,674179,0.014925651795192145,0.37009123634981367,0.2794698433875016
2010-06-17,9440.9580078125,9440.9580078125,9303.1337890625,9372.0458984375,2061748,0.014706148922123977,0.35803167476993636,0.27624390288848005
2010-06-18,9303.1337890625,9509.8701171875,9303.1337890625,9509.8701171875,1398062,-0.014706148922123857,0.3223447094512515,0.2768642581223513
2010-06-21,9509.8701171875,9509.8701171875,9372.0458984375,9509.8701171875,1379787,0.021978909000761066,0.30116927927675113,0.2762543408084085
2010-06-22,9647.6943359375,9647.6943359375,9440.9580078125,9509.8701171875,1978370,0.014388738919090455,0.2601971432767096,0.2746093054455832
2010-06-23,9303.1337890625,9578.7822265625,9303.1337890625,9509.8701171875,622883,-0.03636764791985154,0.2971774836935001,0.2851682194214019
2010-06-24,9578.7822265625,9716.6064453125,9303.1337890625,9303.1337890625,2292254,0.029199157713020448,0.30906901137371007,0.2888824819107211
2010-06-25,9440.9580078125,9578.7822265625,9372.0458984375,9440.9580078125,825533,-0.014493008790896603,0.3145727531636242,0.28944499577722704
2010-06-28,9372.0458984375,9440.9580078125,9372.0458984375,9372.0458984375,386056,-0.0073260408526531744,0.31006910959475725,0.28999542813071705
2010-06-29,9578.7822265625,9647.6943359375,9440.9580078125,9509.8701171875,3496758,0.021819049643549842,0.3145551363044907,0.2910816712183387
2010-06-30,9509.8701171875,9578.7822265625,9303.1337890625,9578.7822265625,757978,-0.007220248712259447,0.3163805068866659,0.2908161217123397
2010-07-01,9647.6943359375,9647.6943359375,9372.0458984375,9372.0458984375,2005508,0.014388738919090455,0.3188302103514254,0.2920709058545927
2010-07-02,9372.0458984375,9509.8701171875,9303.1337890625,9509.8701171875,967954,-0.028987539850380814,0.3371237953159078,0.2986172888352322
2010-07-05,9440.9580078125,9509.8701171875,9372.0458984375,9509.8701171875,120205,0.00732604085265328,0.30484328054689447,0.29874121468844483
2010-07-06,9372.0458984375,9509.8701171875,9303.1337890625,9509.8701171875,1861405,-0.0073260408526531744,0.30643285488639566,0.2989041281836417
2010-07-07,9303.1337890625,9509.8701171875,9303.1337890625,9509.8701171875,856875,-0.00738010806947068,0.30421551301222355,0.2993792837295986
2010-07-08,9578.7822265625,9647.6943359375,9440.9580078125,9440.9580078125,1236630,0.029199157713020448,0.31959880739857094,0.3042406290504917
2010-07-09,9509.8701171875,9578.7822265625,9440.9580078125,9578.7822265625,312920,-0.007220248712259447,0.3206369492275935,0.30470670759125734
2010-07-12,9440.9580078125,9440.9580078125,9303.1337890625,9303.1337890625,512526,-0.007272760078637145,0.31238011900998514,0.3049971150153706
2010-07-13,9578.7822265625,9647.6943359375,9509.8701171875,9647.6943359375,3488988,0.014493008790896572,0.29568637199953807,0.30629556135425784
2010-07-14,9440.9580078125,9578.7822265625,9440.9580078125,9578.7822265625,573109,-0.014493008790896603,0.2973371251568057,0.3076360820753194
2010-07-15,9578.7822265625,9578.7822265625,9372.0458984375,9372.0458984375,1130266,0.014493008790896572,0.29720523168586677,0.307794786033238
2010-07-16,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,412319,0.0,0.2916100271932165,0.307794786033238
2010-07-19,9647.6943359375,9647.6943359375,9509.8701171875,9578.7822265625,845266,0.007168490206831031,0.28238095550850467,0.30802152485391465
2010-07-20,9647.6943359375,9647.6943359375,9509.8701171875,9647.6943359375,908890,0.0,0.2777235187324006,0.30471307172222456
2010-07-21,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,957505,-0.007168490206831057,0.24434520254124958,0.30500527419660617
2010-07-22,9647.6943359375,9716.6064453125,9578.7822265625,9647.6943359375,2887725,0.007168490206831031,0.22273170667349704,0.30528198827120573
2010-07-23,9716.6064453125,9716.6064453125,9647.6943359375,9716.6064453125,1307954,0.0071174684867531535,0.21674926454357157,0.3055421021402921
2010-07-26,9578.7822265625,9716.6064453125,9578.7822265625,9716.6064453125,575718,-0.014285958693584127,0.22183055316610623,0.3068538249592938
2010-07-27,9992.2548828125,9992.2548828125,9716.6064453125,9785.5185546875,6848711,0.042259813508527685,0.25634456848033965,0.31825384789668765
2010-07-28,9785.5185546875,9992.2548828125,9716.6064453125,9785.5185546875,1194762,-0.020906686884073076,0.2673222622042551,0.3214035028956966
2010-07-29,10267.9033203125,10267.9033203125,9785.5185546875,9785.5185546875,3662626,0.04811925303263414,0.3120781726170754,0.33328949638090266
2010-07-30,10612.462890625,10750.287109375,10336.8154296875,10474.6396484375,5244127,0.03300620753575971,0.3050009362543567,0.3379734657520286
2010-08-02,10543.5517578125,10612.462890625,10405.7275390625,10405.7275390625,1440157,-0.006514589602292711,0.3082714933403679,0.337199085118543
2010-08-03,10750.287109375,11025.935546875,10681.375,10750.287109375,3129407,0.019417996797696655,0.3081040600702962,0.33871520149451284
2010-08-04,10405.7275390625,10750.287109375,10336.8154296875,10612.462890625,2006308,-0.03257608260198622,0.3353275437998053,0.34220182245514985
2010-08-05,10888.111328125,10888.111328125,10612.462890625,10750.287109375,2200251,0.04531511067917796,0.3546907676838387,0.35205513213456663
2010-08-06,10612.462890625,10750.287109375,10474.6396484375,10750.287109375,2010230,-0.025642435272595576,0.3697843852832561,0.35707397222031523
2010-08-09,10336.8154296875,10474.6396484375,10267.9033203125,10474.6396484375,1741917,-0.026317218750908013,0.38438955570466027,0.35096374037937833
2010-08-10,10198.9912109375,10267.9033203125,10061.1669921875,10267.9033203125,2243497,-0.0134230216088192,0.3875550047781378,0.35260054993590506
2010-08-11,10198.9912109375,10336.8154296875,10198.9912109375,10336.8154296875,239420,0.0,0.38218807009027433,0.3477794558612038
2010-08-12,9785.5185546875,10130.0791015625,9785.5185546875,10130.0791015625,1511398,-0.041385220208666675,0.41188745996188997,0.3542802360942626
2010-08-13,9785.5185546875,9854.4306640625,9578.7822265625,9647.6943359375,1256366,0.0,0.41188745996188997,0.34232619718057383
2010-08-16,10130.0791015625,10130.0791015625,9716.6064453125,9785.5185546875,946990,0.034605532571921234,0.42845846839382706,0.33930007317500893
2010-08-17,10336.8154296875,10336.8154296875,10061.1669921875,10267.9033203125,1059664,0.020202709245564526,0.43291107789295163,0.3283616569747609
2010-08-18,9992.2548828125,10198.9912109375,9992.2548828125,10198.9912109375,448451,-0.033901554933412785,0.45160415282687844,0.33671423159385955
2010-08-19,9923.3427734375,9992.2548828125,9854.4306640625,9854.4306640625,726999,-0.006920443523267845,0.4522808940235744,0.33601480212761653
2010-08-20,10336.8154296875,10336.8154296875,9716.6064453125,9923.3427734375,1034927,0.04082199845668057,0.4732606600281129,0.3453267896450561
2010-08-23,10061.1669921875,10198.9912109375,10061.1669921875,10198.9912109375,774307,-0.02702867497625395,0.48155607114141274,0.3486825424048767
2010-08-24,9647.6943359375,9923.3427734375,9647.6943359375,9923.3427734375,1770572,-0.041964203258855644,0.48202727577878607,0.35891234352779544
2010-08-25,9578.7822265625,9716.6064453125,9303.1337890625,9716.6064453125,1892833,-0.007168490206831057,0.4772304542583135,0.3592964644035747
2010-08-26,9647.6943359375,9785.5185546875,9440.9580078125,9440.9580078125,1527152,0.007168490206831031,0.442095306623595,0.3592672008233482
2010-08-27,9647.6943359375,9716.6064453125,9509.8701171875,9509.8701171875,669457,0.0,0.4213660407630376,0.35900414061796143
2010-08-30,9923.3427734375,10130.0791015625,9854.4306640625,9923.3427734375,1396256,0.028170879778428918,0.4371485753295415,0.3540795143996161
2010-08-31,10336.8154296875,10336.8154296875,9923.3427734375,9923.3427734375,4285658,0.04082199845668057,0.45783983428493163,0.36282074509222134
2010-09-01,10267.9033203125,10267.9033203125,9854.4306640625,10198.9912109375,2545902,-0.006688988784851765,0.4438897075641884,0.3622808544095734
2010-09-06,10198.9912109375,10681.375,10198.9912109375,10405.7275390625,3424495,-0.006734032823967492,0.40949619479894767,0.3625322262828314
2010-09-07,10061.1669921875,10198.9912109375,10061.1669921875,10198.9912109375,2076105,-0.013605653367434642,0.4029504547098935,0.3636892905097604
2010-09-08,9992.2548828125,10061.1669921875,9923.3427734375,9923.3427734375,1266812,-0.006872879957158958,0.3936173147419279,0.3614860366000297
2010-09-09,10130.0791015625,10130.0791015625,10061.1669921875,10130.0791015625,780983,0.013698845687848227,0.394671390458366,0.35670663085067056
2010-09-10,9992.2548828125,10198.9912109375,9992.2548828125,10130.0791015625,1059596,-0.013698845687848274,0.39750071928912,0.3569862440108462
2010-09-13,10061.1669921875,10267.9033203125,9923.3427734375,10267.9033203125,645228,0.006872879957158811,0.36835224940820505,0.35607938370835085
2010-09-14,10061.1669921875,10130.0791015625,9923.3427734375,10061.1669921875,323220,0.0,0.36835224940820505,0.3545704192804184
2010-09-15,10061.1669921875,10130.0791015625,9923.3427734375,10130.0791015625,740997,0.0,0.34681557353987474,0.35194831671388366
2010-09-16,9923.3427734375,10130.0791015625,9923.3427734375,10061.1669921875,779672,-0.013793323480426728,0.3410525953778459,0.35208737131710216
2010-09-17,10130.0791015625,10130.0791015625,9923.3427734375,9923.3427734375,1219726,0.020619289211116117,0.3281659376854531,0.3459372738707507
2010-09-20,10061.1669921875,10130.0791015625,9923.3427734375,9992.2548828125,508097,-0.006825965730689274,0.32813706725182773,0.3414299665210961
2010-09-21,9923.3427734375,10130.0791015625,9923.3427734375,10130.0791015625,1383990,-0.013793323480426728,0.2951545172475736,0.34129892976114007
2010-09-22,9854.4306640625,9923.3427734375,9785.5185546875,9785.5185546875,1603333,-0.006968670004279607,0.28087388236977684,0.341263234887757
2010-09-23,9854.4306640625,9923.3427734375,9716.6064453125,9785.5185546875,1985336,0.0,0.235630093327425,0.3384512217378699
2010-09-24,9716.6064453125,9854.4306640625,9647.6943359375,9716.6064453125,1540134,-0.014084741287396051,0.2400706081982658,0.33940868363633364
2010-09-27,9647.6943359375,9785.5185546875,9647.6943359375,9785.5185546875,971660,-0.007117468486753112,0.24033221269485394,0.33847195189484847
2010-09-28,9785.5185546875,9785.5185546875,9647.6943359375,9716.6064453125,1404017,0.014184636417623665,0.24554987625447244,0.3342169654629763
2010-09-29,9716.6064453125,9785.5185546875,9647.6943359375,9785.5185546875,1623938,-0.007067167930870508,0.2242120298747752,0.33430343514082594
2010-09-30,9785.5185546875,9854.4306640625,9785.5185546875,9785.5185546875,1970753,0.00706716793087047,0.1647213295787488,0.33416934482282584
2010-10-01,9785.5185546875,9923.3427734375,9716.6064453125,9923.3427734375,1356641,0.0,0.16430538686149676,0.3337473253482237
2010-10-04,9785.5185546875,9785.5185546875,9647.6943359375,9785.5185546875,1681397,0.0,0.16369030407778956,0.32847399335350064
2010-10-05,9923.3427734375,9923.3427734375,9647.6943359375,9647.6943359375,2232027,0.013986243360805247,0.1671629139550258,0.3292590520930223
2010-10-06,9992.2548828125,9992.2548828125,9854.4306640625,9923.3427734375,1769702,0.006920443523267933,0.1675658403205947,0.32907419168756213
2010-10-07,10130.0791015625,10198.9912109375,9785.5185546875,9785.5185546875,3263491,0.013698845687848227,0.1675658403205947,0.3289385479519223
2010-10-08,10061.1669921875,10130.0791015625,10061.1669921875,10130.0791015625,1518950,-0.006825965730689274,0.16179006149695885,0.3277760822342432
2010-10-11,9923.3427734375,9992.2548828125,9854.4306640625,9854.4306640625,875733,-0.013793323480426728,0.16726645539434964,0.3279510682444619
2010-10-12,9854.4306640625,9923.3427734375,9785.5185546875,9854.4306640625,709878,-0.006968670004279607,0.16870822712033268,0.3283152860046249
2010-10-13,9992.2548828125,9992.2548828125,9785.5185546875,9854.4306640625,2172239,0.013889113527547424,0.17684898653481618,0.32918843380935897
2010-10-14,10061.1669921875,10061.1669921875,9923.3427734375,9992.2548828125,1392265,0.006872879957158811,0.17112519449197905,0.3294375219886854
2010-10-15,9854.4306640625,9992.2548828125,9785.5185546875,9923.3427734375,2507532,-0.020761993484706396,0.17024569909816087,0.33199216372959955
2010-10-18,9854.4306640625,9923.3427734375,9854.4306640625,9923.3427734375,988056,0.0,0.16906946034820355,0.3316995768249397
2010-10-19,9854.4306640625,9923.3427734375,9854.4306640625,9923.3427734375,1866350,0.0,0.1622182068876578,0.33140023644815353
2010-10-20,9716.6064453125,9854.4306640625,9647.6943359375,9854.4306640625,1279214,-0.014084741287396051,0.1679358451826219,0.3313628336227257
2010-10-21,9578.7822265625,9716.6064453125,9578.7822265625,9647.6943359375,1532226,-0.014285958693584127,0.17466279314207217,0.320831027320787
2010-10-22,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,1128670,0.0,0.16814986603723966,0.3180571183014104
2010-10-25,9578.7822265625,9647.6943359375,9440.9580078125,9578.7822265625,2119932,0.0,0.1664444434850564,0.30159482960214623
2010-10-26,9854.4306640625,9923.3427734375,9578.7822265625,9578.7822265625,2615926,0.028370699980980237,0.1889763059929139,0.29949432931828984
2010-10-27,9992.2548828125,10130.0791015625,9923.3427734375,9923.3427734375,4090190,0.013889113527547424,0.19267042514659113,0.30087401228670707
2010-10-28,10130.0791015625,10130.0791015625,9923.3427734375,9923.3427734375,3536005,0.013698845687848227,0.1966550127423448,0.2994497460922648
2010-10-29,10543.5517578125,10612.462890625,10198.9912109375,10198.9912109375,5567509,0.04000533839417991,0.2387517872311804,0.30366482980586457
2010-11-01,10267.9033203125,10543.5517578125,10198.9912109375,10543.5517578125,1828984,-0.026491617933466983,0.2616614521636484,0.2936096601423563
2010-11-02,10061.1669921875,10267.9033203125,10061.1669921875,10198.9912109375,916876,-0.02033968619140213,0.26975655045526525,0.29190316580764075
2010-11-03,10061.1669921875,10198.9912109375,9923.3427734375,10198.9912109375,897863,0.0,0.2687531108403707,0.28705370161522425
2010-11-04,10130.0791015625,10130.0791015625,9992.2548828125,9992.2548828125,349850,0.006825965730689343,0.2653084963415812,0.28614332055084746
2010-11-05,10474.6396484375,10474.6396484375,10061.1669921875,10198.9912109375,3770296,0.03344793723866707,0.28902133800709157,0.29429423410684524
2010-11-08,9992.2548828125,10474.6396484375,9992.2548828125,10474.6396484375,1801188,-0.04714678292651524,0.33396918426990624,0.298005481695922
2010-11-09,10061.1669921875,10198.9912109375,9992.2548828125,10198.9912109375,2328093,0.006872879957158811,0.33356218292138246,0.2983038767666663
2010-11-10,10198.9912109375,10198.9912109375,10061.1669921875,10130.0791015625,1823826,0.013605653367434753,0.33341882600175926,0.29105427739597245
