Date,Close,High,Low,Open,Volume
2010-06-01,9096.3974609375,9096.3974609375,8889.6611328125,8958.5732421875,1513434
2010-06-02,9096.3974609375,9165.3095703125,9027.4853515625,9027.4853515625,2121235
2010-06-03,9165.3095703125,9234.2216796875,9096.3974609375,9096.3974609375,2449338
2010-06-04,9234.2216796875,9303.1337890625,9234.2216796875,9234.2216796875,1461707
2010-06-07,8889.6611328125,9096.3974609375,8889.6611328125,9096.3974609375,1756062
2010-06-08,8958.5732421875,8958.5732421875,8889.6611328125,8889.6611328125,1464384
2010-06-09,9096.3974609375,9165.3095703125,9027.4853515625,9096.3974609375,1024979
2010-06-10,9165.3095703125,9234.2216796875,9096.3974609375,9096.3974609375,1211602
2010-06-11,9234.2216796875,9303.1337890625,9165.3095703125,9303.1337890625,994513
2010-06-14,9440.9580078125,9440.9580078125,9372.0458984375,9372.0458984375,1617481
2010-06-15,9165.3095703125,9303.1337890625,9165.3095703125,9234.2216796875,971803
2010-06-16,9303.1337890625,9303.1337890625,9165.3095703125,9303.1337890625,674179
2010-06-17,9440.9580078125,9440.9580078125,9303.1337890625,9372.0458984375,2061748
2010-06-18,9303.1337890625,9509.8701171875,9303.1337890625,9509.8701171875,1398062
2010-06-21,9509.8701171875,9509.8701171875,9372.0458984375,9509.8701171875,1379787
2010-06-22,9647.6943359375,9647.6943359375,9440.9580078125,9509.8701171875,1978370
2010-06-23,9303.1337890625,9578.7822265625,9303.1337890625,9509.8701171875,622883
2010-06-24,9578.7822265625,9716.6064453125,9303.1337890625,9303.1337890625,2292254
2010-06-25,9440.9580078125,9578.7822265625,9372.0458984375,9440.9580078125,825533
2010-06-28,9372.0458984375,9440.9580078125,9372.0458984375,9372.0458984375,386056
2010-06-29,9578.7822265625,9647.6943359375,9440.9580078125,9509.8701171875,3496758
2010-06-30,9509.8701171875,9578.7822265625,9303.1337890625,9578.7822265625,757978
2010-07-01,9647.6943359375,9647.6943359375,9372.0458984375,9372.0458984375,2005508
2010-07-02,9372.0458984375,9509.8701171875,9303.1337890625,9509.8701171875,967954
2010-07-05,9440.9580078125,9509.8701171875,9372.0458984375,9509.8701171875,120205
2010-07-06,9372.0458984375,9509.8701171875,9303.1337890625,9509.8701171875,1861405
2010-07-07,9303.1337890625,9509.8701171875,9303.1337890625,9509.8701171875,856875
2010-07-08,9578.7822265625,9647.6943359375,9440.9580078125,9440.9580078125,1236630
2010-07-09,9509.8701171875,9578.7822265625,9440.9580078125,9578.7822265625,312920
2010-07-12,9440.9580078125,9440.9580078125,9303.1337890625,9303.1337890625,512526
2010-07-13,9578.7822265625,9647.6943359375,9509.8701171875,9647.6943359375,3488988
2010-07-14,9440.9580078125,9578.7822265625,9440.9580078125,9578.7822265625,573109
2010-07-15,9578.7822265625,9578.7822265625,9372.0458984375,9372.0458984375,1130266
2010-07-16,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,412319
2010-07-19,9647.6943359375,9647.6943359375,9509.8701171875,9578.7822265625,845266
2010-07-20,9647.6943359375,9647.6943359375,9509.8701171875,9647.6943359375,908890
2010-07-21,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,957505
2010-07-22,9647.6943359375,9716.6064453125,9578.7822265625,9647.6943359375,2887725
2010-07-23,9716.6064453125,9716.6064453125,9647.6943359375,9716.6064453125,1307954
2010-07-26,9578.7822265625,9716.6064453125,9578.7822265625,9716.6064453125,575718
2010-07-27,9992.2548828125,9992.2548828125,9716.6064453125,9785.5185546875,6848711
2010-07-28,9785.5185546875,9992.2548828125,9716.6064453125,9785.5185546875,1194762
2010-07-29,10267.9033203125,10267.9033203125,9785.5185546875,9785.5185546875,3662626
2010-07-30,10612.462890625,10750.287109375,10336.8154296875,10474.6396484375,5244127
2010-08-02,10543.5517578125,10612.462890625,10405.7275390625,10405.7275390625,1440157
2010-08-03,10750.287109375,11025.935546875,10681.375,10750.287109375,3129407
2010-08-04,10405.7275390625,10750.287109375,10336.8154296875,10612.462890625,2006308
2010-08-05,10888.111328125,10888.111328125,10612.462890625,10750.287109375,2200251
2010-08-06,10612.462890625,10750.287109375,10474.6396484375,10750.287109375,2010230
2010-08-09,10336.8154296875,10474.6396484375,10267.9033203125,10474.6396484375,1741917
2010-08-10,10198.9912109375,10267.9033203125,10061.1669921875,10267.9033203125,2243497
2010-08-11,10198.9912109375,10336.8154296875,10198.9912109375,10336.8154296875,239420
2010-08-12,9785.5185546875,10130.0791015625,9785.5185546875,10130.0791015625,1511398
2010-08-13,9785.5185546875,9854.4306640625,9578.7822265625,9647.6943359375,1256366
2010-08-16,10130.0791015625,10130.0791015625,9716.6064453125,9785.5185546875,946990
2010-08-17,10336.8154296875,10336.8154296875,10061.1669921875,10267.9033203125,1059664
2010-08-18,9992.2548828125,10198.9912109375,9992.2548828125,10198.9912109375,448451
2010-08-19,9923.3427734375,9992.2548828125,9854.4306640625,9854.4306640625,726999
2010-08-20,10336.8154296875,10336.8154296875,9716.6064453125,9923.3427734375,1034927
2010-08-23,10061.1669921875,10198.9912109375,10061.1669921875,10198.9912109375,774307
2010-08-24,9647.6943359375,9923.3427734375,9647.6943359375,9923.3427734375,1770572
2010-08-25,9578.7822265625,9716.6064453125,9303.1337890625,9716.6064453125,1892833
2010-08-26,9647.6943359375,9785.5185546875,9440.9580078125,9440.9580078125,1527152
2010-08-27,9647.6943359375,9716.6064453125,9509.8701171875,9509.8701171875,669457
2010-08-30,9923.3427734375,10130.0791015625,9854.4306640625,9923.3427734375,1396256
2010-08-31,10336.8154296875,10336.8154296875,9923.3427734375,9923.3427734375,4285658
2010-09-01,10267.9033203125,10267.9033203125,9854.4306640625,10198.9912109375,2545902
2010-09-06,10198.9912109375,10681.375,10198.9912109375,10405.7275390625,3424495
2010-09-07,10061.1669921875,10198.9912109375,10061.1669921875,10198.9912109375,2076105
2010-09-08,9992.2548828125,10061.1669921875,9923.3427734375,9923.3427734375,1266812
2010-09-09,10130.0791015625,10130.0791015625,10061.1669921875,10130.0791015625,780983
2010-09-10,9992.2548828125,10198.9912109375,9992.2548828125,10130.0791015625,1059596
2010-09-13,10061.1669921875,10267.9033203125,9923.3427734375,10267.9033203125,645228
2010-09-14,10061.1669921875,10130.0791015625,9923.3427734375,10061.1669921875,323220
2010-09-15,10061.1669921875,10130.0791015625,9923.3427734375,10130.0791015625,740997
2010-09-16,9923.3427734375,10130.0791015625,9923.3427734375,10061.1669921875,779672
2010-09-17,10130.0791015625,10130.0791015625,9923.3427734375,9923.3427734375,1219726
2010-09-20,10061.1669921875,10130.0791015625,9923.3427734375,9992.2548828125,508097
2010-09-21,9923.3427734375,10130.0791015625,9923.3427734375,10130.0791015625,1383990
2010-09-22,9854.4306640625,9923.3427734375,9785.5185546875,9785.5185546875,1603333
2010-09-23,9854.4306640625,9923.3427734375,9716.6064453125,9785.5185546875,1985336
2010-09-24,9716.6064453125,9854.4306640625,9647.6943359375,9716.6064453125,1540134
2010-09-27,9647.6943359375,9785.5185546875,9647.6943359375,9785.5185546875,971660
2010-09-28,9785.5185546875,9785.5185546875,9647.6943359375,9716.6064453125,1404017
2010-09-29,9716.6064453125,9785.5185546875,9647.6943359375,9785.5185546875,1623938
2010-09-30,9785.5185546875,9854.4306640625,9785.5185546875,9785.5185546875,1970753
2010-10-01,9785.5185546875,9923.3427734375,9716.6064453125,9923.3427734375,1356641
2010-10-04,9785.5185546875,9785.5185546875,9647.6943359375,9785.5185546875,1681397
2010-10-05,9923.3427734375,9923.3427734375,9647.6943359375,9647.6943359375,2232027
2010-10-06,9992.2548828125,9992.2548828125,9854.4306640625,9923.3427734375,1769702
2010-10-07,10130.0791015625,10198.9912109375,9785.5185546875,9785.5185546875,3263491
2010-10-08,10061.1669921875,10130.0791015625,10061.1669921875,10130.0791015625,1518950
2010-10-11,9923.3427734375,9992.2548828125,9854.4306640625,9854.4306640625,875733
2010-10-12,9854.4306640625,9923.3427734375,9785.5185546875,9854.4306640625,709878
2010-10-13,9992.2548828125,9992.2548828125,9785.5185546875,9854.4306640625,2172239
2010-10-14,10061.1669921875,10061.1669921875,9923.3427734375,9992.2548828125,1392265
2010-10-15,9854.4306640625,9992.2548828125,9785.5185546875,9923.3427734375,2507532
2010-10-18,9854.4306640625,9923.3427734375,9854.4306640625,9923.3427734375,988056
2010-10-19,9854.4306640625,9923.3427734375,9854.4306640625,9923.3427734375,1866350
2010-10-20,9716.6064453125,9854.4306640625,9647.6943359375,9854.4306640625,1279214
2010-10-21,9578.7822265625,9716.6064453125,9578.7822265625,9647.6943359375,1532226
2010-10-22,9578.7822265625,9578.7822265625,9509.8701171875,9578.7822265625,1128670
2010-10-25,9578.7822265625,9647.6943359375,9440.9580078125,9578.7822265625,2119932
2010-10-26,9854.4306640625,9923.3427734375,9578.7822265625,9578.7822265625,2615926
2010-10-27,9992.2548828125,10130.0791015625,9923.3427734375,9923.3427734375,4090190
2010-10-28,10130.0791015625,10130.0791015625,9923.3427734375,9923.3427734375,3536005
2010-10-29,10543.5517578125,10612.462890625,10198.9912109375,10198.9912109375,5567509
2010-11-01,10267.9033203125,10543.5517578125,10198.9912109375,10543.5517578125,1828984
2010-11-02,10061.1669921875,10267.9033203125,10061.1669921875,10198.9912109375,916876
2010-11-03,10061.1669921875,10198.9912109375,9923.3427734375,10198.9912109375,897863
2010-11-04,10130.0791015625,10130.0791015625,9992.2548828125,9992.2548828125,349850
2010-11-05,10474.6396484375,10474.6396484375,10061.1669921875,10198.9912109375,3770296
2010-11-08,9992.2548828125,10474.6396484375,9992.2548828125,10474.6396484375,1801188
2010-11-09,10061.1669921875,10198.9912109375,9992.2548828125,10198.9912109375,2328093
2010-11-10,10198.9912109375,10198.9912109375,10061.1669921875,10130.0791015625,1823826
2010-11-11,9992.2548828125,10198.9912109375,9992.2548828125,9992.2548828125,527829
2010-11-12,9923.3427734375,9923.3427734375,9716.6064453125,9923.3427734375,1912785
2010-11-15,9647.6943359375,9923.3427734375,9578.7822265625,9785.5185546875,1442111
2010-11-16,9578.7822265625,9647.6943359375,9509.8701171875,9647.6943359375,1993253
2010-11-17,9440.9580078125,9716.6064453125,9440.9580078125,9647.6943359375,2402030
2010-11-18,9509.8701171875,9647.6943359375,9440.9580078125,9647.6943359375,1284520
2010-11-19,9372.0458984375,9716.6064453125,9372.0458984375,9716.6064453125,2052816
2010-11-22,9509.8701171875,9509.8701171875,9165.3095703125,9165.3095703125,1115104
2010-11-23,9647.6943359375,9716.6064453125,9509.8701171875,9509.8701171875,1202823
2010-11-24,9785.5185546875,9785.5185546875,9509.8701171875,9647.6943359375,689916
2010-11-25,9647.6943359375,9785.5185546875,9647.6943359375,9716.6064453125,550466
2010-11-26,9440.9580078125,9716.6064453125,9440.9580078125,9716.6064453125,893516
2010-11-29,9716.6064453125,9716.6064453125,9509.8701171875,9509.8701171875,1181630
2010-11-30,9647.6943359375,10130.0791015625,9647.6943359375,10130.0791015625,1765716
2010-12-01,9440.9580078125,9716.6064453125,9440.9580078125,9716.6064453125,5019276
2010-12-02,9509.8701171875,9647.6943359375,9440.9580078125,9578.7822265625,1290912
2010-12-03,9509.8701171875,9716.6064453125,9509.8701171875,9716.6064453125,1664568
2010-12-06,9440.9580078125,9509.8701171875,9303.1337890625,9509.8701171875,4483811
2010-12-07,9303.1337890625,9440.9580078125,9303.1337890625,9372.0458984375,2476907
2010-12-08,9234.2216796875,9372.0458984375,9234.2216796875,9372.0458984375,1051537
2010-12-09,9372.0458984375,9440.9580078125,9234.2216796875,9303.1337890625,1168577
2010-12-10,9440.9580078125,9440.9580078125,9303.1337890625,9440.9580078125,3044589
2010-12-13,9578.7822265625,9647.6943359375,9440.9580078125,9440.9580078125,2779833
2010-12-14,9509.8701171875,9578.7822265625,9372.0458984375,9578.7822265625,2783020
2010-12-15,9303.1337890625,9509.8701171875,9303.1337890625,9440.9580078125,3117868
2010-12-16,9027.4853515625,9303.1337890625,9027.4853515625,9165.3095703125,3289249
2010-12-17,9096.3974609375,9165.3095703125,9027.4853515625,9096.3974609375,3025361
2010-12-20,9096.3974609375,9234.2216796875,8889.6611328125,9096.3974609375,2989589
2010-12-21,8958.5732421875,9096.3974609375,8889.6611328125,8958.5732421875,3534633
2010-12-22,8889.6611328125,9027.4853515625,8889.6611328125,8958.5732421875,1821584
2010-12-23,8958.5732421875,8958.5732421875,8820.7490234375,8820.7490234375,2523487
2010-12-24,8889.6611328125,9027.4853515625,8820.7490234375,8958.5732421875,1683064
2010-12-27,8889.6611328125,8958.5732421875,8820.7490234375,8958.5732421875,1858300
2010-12-28,8958.5732421875,8958.5732421875,8820.7490234375,8958.5732421875,2069652
2010-12-29,8889.6611328125,8958.5732421875,8751.8369140625,8958.5732421875,2372137
2010-12-30,8751.8369140625,8889.6611328125,8751.8369140625,8751.8369140625,3895964
2010-12-31,8889.6611328125,8889.6611328125,8751.8369140625,8751.8369140625,2112022
2011-01-04,8751.8369140625,8958.5732421875,8751.8369140625,8958.5732421875,1838121
2011-01-05,8614.0126953125,8820.7490234375,8545.1005859375,8820.7490234375,2316919
2011-01-06,8614.0126953125,8682.9248046875,8545.1005859375,8545.1005859375,969120
2011-01-07,8545.1005859375,8614.0126953125,8545.1005859375,8545.1005859375,3498858
2011-01-10,8614.0126953125,8751.8369140625,8545.1005859375,8545.1005859375,2827858
2011-01-11,8614.0126953125,8682.9248046875,8476.1884765625,8614.0126953125,1801337
2011-01-12,8407.2763671875,8682.9248046875,8407.2763671875,8682.9248046875,2650605
2011-01-13,8338.3642578125,8476.1884765625,8338.3642578125,8338.3642578125,1502693
2011-01-14,8751.8369140625,8751.8369140625,8614.0126953125,8614.0126953125,1342560
2011-01-17,8958.5732421875,9165.3095703125,8958.5732421875,9165.3095703125,4284208
2011-01-18,8958.5732421875,9096.3974609375,8889.6611328125,8958.5732421875,2514706
2011-01-19,8889.6611328125,9096.3974609375,8889.6611328125,9096.3974609375,1775361
2011-01-20,8751.8369140625,8889.6611328125,8751.8369140625,8820.7490234375,1021286
2011-01-21,8820.7490234375,8958.5732421875,8820.7490234375,8958.5732421875,2070667
2011-01-24,8682.9248046875,8820.7490234375,8682.9248046875,8820.7490234375,2687967
2011-01-25,8614.0126953125,8751.8369140625,8614.0126953125,8614.0126953125,3176209
2011-01-26,8545.1005859375,8614.0126953125,8476.1884765625,8545.1005859375,2524946
2011-01-27,8958.5732421875,8958.5732421875,8476.1884765625,8476.1884765625,2806678
2011-01-28,8682.9248046875,9027.4853515625,8682.9248046875,9027.4853515625,2960785
2011-02-08,8751.8369140625,9096.3974609375,8751.8369140625,8751.8369140625,3483849
2011-02-09,8682.9248046875,8958.5732421875,8682.9248046875,8958.5732421875,1531645
2011-02-10,8614.0126953125,8751.8369140625,8614.0126953125,8682.9248046875,2852898
2011-02-11,8545.1005859375,8614.0126953125,8476.1884765625,8614.0126953125,4186110
2011-02-14,8476.1884765625,8682.9248046875,8407.2763671875,8682.9248046875,2109992
2011-02-15,8476.1884765625,8476.1884765625,8407.2763671875,8407.2763671875,1933753
2011-02-16,8407.2763671875,8545.1005859375,8407.2763671875,8476.1884765625,1299972
2011-02-17,8407.2763671875,8407.2763671875,8269.4521484375,8407.2763671875,1327108
2011-02-18,7993.8037109375,8407.2763671875,7993.8037109375,8269.4521484375,4896509
2011-02-21,7649.2431640625,7855.9794921875,7649.2431640625,7855.9794921875,2533719
2011-02-22,7442.5068359375,7649.2431640625,7304.6826171875,7373.5947265625,4748792
2011-02-23,7373.5947265625,7649.2431640625,7373.5947265625,7373.5947265625,2756757
2011-02-24,7304.6826171875,7304.6826171875,7029.0341796875,7166.8583984375,4290676
2011-02-25,7649.2431640625,7649.2431640625,7235.7705078125,7304.6826171875,2654964
2011-02-28,7442.5068359375,7787.0673828125,7442.5068359375,7580.3310546875,3385087
2011-03-01,7511.4189453125,7511.4189453125,7373.5947265625,7442.5068359375,1623797
2011-03-02,7442.5068359375,7511.4189453125,7166.8583984375,7511.4189453125,3107492
2011-03-03,7442.5068359375,7511.4189453125,7235.7705078125,7235.7705078125,1767088
2011-03-04,7442.5068359375,7580.3310546875,7442.5068359375,7580.3310546875,1889637
2011-03-07,7442.5068359375,7511.4189453125,7442.5068359375,7442.5068359375,963240
2011-03-08,7580.3310546875,7580.3310546875,7442.5068359375,7442.5068359375,1693808
2011-03-09,7442.5068359375,7580.3310546875,7235.7705078125,7580.3310546875,1277407
2011-03-10,7511.4189453125,7511.4189453125,7373.5947265625,7373.5947265625,2187772
2011-03-11,7442.5068359375,7580.3310546875,7442.5068359375,7580.3310546875,2096643
2011-03-14,7304.6826171875,7442.5068359375,7304.6826171875,7304.6826171875,1300118
2011-03-15,7235.7705078125,7304.6826171875,7235.7705078125,7235.7705078125,1379860
2011-03-16,7235.7705078125,7304.6826171875,7166.8583984375,7304.6826171875,1786176
2011-03-17,7166.8583984375,7304.6826171875,7166.8583984375,7235.7705078125,861587
2011-03-18,7304.6826171875,7304.6826171875,7097.9462890625,7166.8583984375,2990101
2011-03-21,7304.6826171875,7373.5947265625,7304.6826171875,7373.5947265625,1662822
2011-03-22,7304.6826171875,7373.5947265625,7235.7705078125,7304.6826171875,1557111
2011-03-23,7373.5947265625,7373.5947265625,7304.6826171875,7304.6826171875,736792
2011-03-24,7304.6826171875,7373.5947265625,7235.7705078125,7304.6826171875,382719
2011-03-25,7235.7705078125,7235.7705078125,7166.8583984375,7235.7705078125,719082
2011-03-28,7166.8583984375,7304.6826171875,7097.9462890625,7304.6826171875,490098
2011-03-29,7097.9462890625,7166.8583984375,7097.9462890625,7166.8583984375,256035
2011-03-30,7029.0341796875,7097.9462890625,6960.1220703125,7029.0341796875,1426877
2011-03-31,7029.0341796875,7097.9462890625,6960.1220703125,7029.0341796875,421023
2011-04-01,6877.427734375,7029.0341796875,6849.86279296875,7029.0341796875,890755
2011-04-04,7166.8583984375,7166.8583984375,7166.8583984375,7166.8583984375,956419
2011-04-05,7511.4189453125,7511.4189453125,7511.4189453125,7511.4189453125,890394
2011-04-06,7855.9794921875,7855.9794921875,7855.9794921875,7855.9794921875,2353783
2011-04-07,7924.8916015625,8200.5400390625,7855.9794921875,8200.5400390625,8665011
2011-04-08,7924.8916015625,7924.8916015625,7787.0673828125,7855.9794921875,1563056
2011-04-13,7580.3310546875,7924.8916015625,7580.3310546875,7924.8916015625,1336184
2011-04-14,7304.6826171875,7580.3310546875,7304.6826171875,7373.5947265625,1041744
2011-04-15,7304.6826171875,7373.5947265625,7235.7705078125,7304.6826171875,1951166
2011-04-18,7097.9462890625,7304.6826171875,7097.9462890625,7304.6826171875,863472
2011-04-19,7029.0341796875,7166.8583984375,6960.1220703125,6960.1220703125,882774
2011-04-20,6960.1220703125,7097.9462890625,6960.1220703125,7097.9462890625,2093231
2011-04-21,6960.1220703125,7029.0341796875,6891.2099609375,6960.1220703125,913757
2011-04-22,6877.427734375,7097.9462890625,6877.427734375,7097.9462890625,788739
2011-04-25,7166.8583984375,7166.8583984375,6891.2099609375,6891.2099609375,757764
2011-04-26,7029.0341796875,7235.7705078125,7029.0341796875,7166.8583984375,1033690
2011-04-27,7029.0341796875,7166.8583984375,6877.427734375,7166.8583984375,2054340
2011-04-28,6960.1220703125,7029.0341796875,6891.2099609375,7029.0341796875,771328
2011-04-29,7029.0341796875,7166.8583984375,6960.1220703125,6960.1220703125,1443130
2011-05-04,7097.9462890625,7166.8583984375,6960.1220703125,6960.1220703125,841710
2011-05-05,7097.9462890625,7097.9462890625,7029.0341796875,7097.9462890625,719525
2011-05-06,7166.8583984375,7304.6826171875,7097.9462890625,7097.9462890625,1257890
2011-05-09,7304.6826171875,7304.6826171875,7166.8583984375,7304.6826171875,1232424
