Date,Close,High,Low,Open,Volume,Log_Return,Volatility_20d,Volatility_60d
2010-01-04,7.643214225769043,7.660714149475098,7.585000038146973,7.622499942779541,493729600,,,
2010-01-05,7.656428813934326,7.699643135070801,7.6160712242126465,7.664286136627197,601904800,0.0017274378777418428,,
2010-01-06,7.534643173217773,7.68678617477417,7.526785850524902,7.656428813934326,552160000,-0.016034187714569017,,
2010-01-07,7.520713806152344,7.5714287757873535,7.466071128845215,7.5625,477131200,-0.0018504205591530084,,
2010-01-08,7.570713996887207,7.5714287757873535,7.466429233551025,7.510714054107666,447610800,0.006626327785403087,,
2010-01-11,7.503929138183594,7.607142925262451,7.444643020629883,7.599999904632568,462229600,-0.008860613819807335,,
2010-01-12,7.41857099533081,7.491786003112793,7.372142791748047,7.471070766448975,594459600,-0.011440318052079752,,
2010-01-13,7.523213863372803,7.533214092254639,7.289286136627197,7.423929214477539,605892000,0.014006971709938715,,
2010-01-14,7.479642868041992,7.51642894744873,7.465000152587891,7.503929138183594,432894000,-0.005808376178995171,,
2010-01-15,7.354642868041992,7.557143211364746,7.352499961853027,7.533214092254639,594067600,-0.016853249408396817,,
2010-01-19,7.679999828338623,7.685357093811035,7.401429176330566,7.440357208251953,730007600,0.043287728283846555,,
2010-01-20,7.56178617477417,7.698214054107666,7.482142925262451,7.675356864929199,612152800,-0.01551209601841233,,
2010-01-21,7.431070804595947,7.618214130401611,7.400356769561768,7.574285984039307,608154400,-0.01743746138658419,,
2010-01-22,7.0625,7.410714149475098,7.041429042816162,7.385000228881836,881767600,-0.05087087093028288,,
2010-01-25,7.252500057220459,7.310713768005371,7.1496429443359375,7.232500076293945,1065699600,0.02654714843061921,,
2010-01-26,7.355000019073486,7.632500171661377,7.235000133514404,7.35535717010498,1867110000,0.014034111743490427,,
2010-01-27,7.424285888671875,7.520713806152344,7.126070976257324,7.387499809265137,1722568400,0.009376146806979206,,
2010-01-28,7.117499828338623,7.339285850524902,7.096428871154785,7.318929195404053,1173502400,-0.042199987401805285,,
2010-01-29,6.859285831451416,7.221428871154785,6.794642925262451,7.181428909301758,1245952400,-0.03695318593589334,,
2010-02-01,6.9546427726745605,7.0,6.83214282989502,6.870357036590576,749876400,0.013806131276735347,,
2010-02-02,6.994999885559082,7.0114288330078125,6.906428813934326,6.996786117553711,698342400,0.0057861303643709965,0.3642684270790605,
2010-02-03,7.115356922149658,7.150000095367432,6.943571090698242,6.9703569412231445,615328000,0.017059803270002807,0.3716964782767335,
2010-02-04,6.85892915725708,7.084642887115479,6.841785907745361,7.026071071624756,757652000,-0.0367040649992707,0.38771611177606446,
2010-02-05,6.980713844299316,7.0,6.816071033477783,6.879642963409424,850306800,0.017599851474199787,0.39567628637537905,
2010-02-08,6.932857036590576,7.067142963409424,6.928571224212647,6.98892879486084,478270800,-0.006879182468137709,0.39389007824488176,
2010-02-09,7.006785869598389,7.053571224212647,6.955357074737549,7.014999866485596,632886800,0.010607090389720662,0.39701586126478644,
2010-02-10,6.968571186065674,7.021429061889648,6.937857151031494,6.996070861816406,370361600,-0.005468880491034185,0.3959818620366155,
2010-02-11,7.0953569412231445,7.1339287757873535,6.930714130401611,6.960000038146973,550345600,0.018030409254493677,0.3985404055463503,
2010-02-12,7.156428813934326,7.201428890228272,6.982142925262451,7.075356960296631,655468800,0.00857046935530369,0.40042571843718633,
